"","fid","x","submission_date","meta_instance_id","village","age","gender","ethnicity","education","born","household_size","hs","household_comp","hc_gen","hc_det","young_boy","adolesc_boy","men","young_girl","adolesc_girl","women","food_uncertainty","selling_possessions","farm","livestock","conflict_type","crop_threat_rate","farm_size","field_sight","farm_walk","months_planted","crops_planted","crop_prot","other_crop_prot","crop_species","other_crop_species","top_species","other_top_species","elephant_crops_vao","herd_comp","cattle","sheep","goat","donkey","dog","chicken","duck","other_livestock","livestock_threat","small_lv_prot","small_lv_prot_other_day","small_lv_prot_other_night","med_lar_lv_prot","med_lar_lv_prot_other_day","med_lar_lv_prot_other_night","med_lar_lv_guard_day","guard_ave_day","med_lar_lv_guard_night","guard_ave_night","lv_small_loss","chicken_loss","duck_loss","other_small_loss","species_small_lv","species_small_lv_other","species_concern_small_lv","species_concern_small_lv_other","lv_med_loss","cattle_loss","goat_loss","sheep_loss","donkey_loss","dog_loss","other_med_loss","species_med_lv","species_med_lv_other","species_concern_med_lv","species_concern_med_lv_other","lv_ele_vao","lv_hyena_vao","lv_lion_vao","lv_leopard_vao","species_structures","household_location_altitude","household_location_accuracy","key","elephant_c","baboon_c","buffalo_c","hippo_c","other_c","vervet_c","elephant_l","hyena_l","lion_l","leopard_l","conflict","species","ID","crop","c70","c2070","river","road","gse_slope30m","build_dens","settle_dist"
"793",374,400,"NA","uuid:1c53796a-de1d-4008-8f22-47c5ca70bba9","Kenokwe",22,"Female","Mkurya","Primary","No","11",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Few_times","Yes","Yes","Crop_damage","Wildlife",7,"No","45_60","9","2","Guarding Fire Shouting","","Elephant","","Elephant","","Rarely","Cattle Sheep Goat Donkey Dog Chicken","15","30","18","7","4","28","NA","NA","Low_productivity","Day_dog Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","2","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1404.9,4.9,"uuid:1c53796a-de1d-4008-8f22-47c5ca70bba9",1,0,0,0,0,0,0,0,0,0,0,"baboon",374,0.185079365968704,0.0586772486567497,0.674126982688904,0.0256613753736019,0.00576719595119357,2.51625442504883,33.5441131591797,8249.2744140625
"794",375,401,"NA","uuid:fd6af6f7-13b7-4c09-b29b-83961115b05c","Kenokwe",22,"Male","Mkurya","Primary","Yes","9",1,"Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"NA","1","3","2","1","2",4,"Few_times","Yes","Yes","Crop_damage Livestock_loss_med Structure","Weather",8,"Yes","0_15","9","4","Guarding Shouting","","Elephant","","Elephant","","Rarely","Cattle Sheep Goat Donkey Dog Chicken","50","12","40","3","3","22","NA","NA","Weather","Day_dog Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Goat Sheep","NA","5","3","NA","NA","NA","Hyena","NA","Hyena","NA","","Never","","","Elephant",1430.8,5,"uuid:fd6af6f7-13b7-4c09-b29b-83961115b05c",1,0,0,0,0,0,0,1,0,0,0,"baboon",375,0.189735442399979,0.0353968255221844,0.696825385093689,0.0208994708955288,0,2.53968644142151,31.4994163513184,9234.537109375
"795",376,402,"NA","uuid:67708bea-4874-4938-90b7-2ca27593299b","Nyanungu",56,"Male","Mkurya","Primary","Yes","12",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",20,"Yes","15_30","9","4","Guarding Shouting","","Elephant","","Elephant","","Often","Cattle Sheep Goat Dog Chicken Other","30","12","20","NA","3","25","NA","1","Low_productivity","Day_dog Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Goat Sheep","NA","5","6","NA","NA","NA","Hyena","NA","Hyena","NA","","Rarely","","","",1464.9,4.7,"uuid:67708bea-4874-4938-90b7-2ca27593299b",1,0,0,0,0,0,0,1,0,0,0,"baboon",376,0.207142859697342,0.0300529096275568,0.612169325351715,0.0185714289546013,0,2.51947927474976,32.2178230285645,8658.845703125
"796",377,403,"NA","uuid:45855d18-c777-4141-b4f2-6e0c9bfb24dd","Nyichoka",21,"Male","Mkurya","Primary","Yes","10",1,"",0,0,"NA","NA","NA","NA","NA","NA",3,"Once_or_twice","Yes","Yes","Livestock_loss_med","Weather",6,"Yes","0_15","9","4","Guarding Shouting","","","","","","","Cattle Sheep Goat Donkey Dog Chicken","20","15","10","1","5","12","NA","NA","Weather","Day_dog Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Goat Sheep","NA","3","4","NA","NA","NA","Hyena","NA","Hyena","NA","","Never","","","",1463,4.8,"uuid:45855d18-c777-4141-b4f2-6e0c9bfb24dd",0,0,0,0,0,0,0,1,0,0,0,"baboon",377,0.200899466872215,0.0373015888035297,0.672645509243011,0.0134920636191964,0,2.32082056999207,26.4705619812012,10194.7138671875
"797",378,404,"NA","uuid:a37d1269-6e79-4b80-91f0-8ef3db6089e3","Nyichoka",19,"Female","Mkurya","None","Yes","4",1,"Adolesc_boy Men Women",1,1,"NA","1","2","NA","NA","1",4,"Once_or_twice","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",3,"Yes","0_15","9","1","Guarding Shouting","","Elephant","","Elephant","","Sometimes","Cattle Sheep Goat Dog","200","70","40","NA","3","NA","NA","NA","Weather","NA_noSmall","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men","2","NA","NA","","NA","NA","NA","","NA","","NA","Sheep","NA","NA","10","NA","NA","NA","Hyena","NA","Hyena","NA","","Never","","","",1506.1,4.8,"uuid:a37d1269-6e79-4b80-91f0-8ef3db6089e3",1,0,0,0,0,0,0,1,0,0,0,"baboon",378,0.22915343940258,0.182645499706268,0.330529093742371,0.0473015867173672,0.00746031757444143,6.47956800460815,25.0337467193604,3195.17919921875
"798",379,405,"NA","uuid:43908d90-89da-4b8c-b890-e4a6c2922a93","Nyichoka",31,"Male","Mkurya","None","Yes","6",1,"Young_boy Men Young_girl Women",1,1,"3","NA","1","1","NA","1",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",2,"Yes","0_15","9","5","Guarding Shouting","","Elephant","","Elephant","","Often","Cattle Sheep Goat Dog","100","85","90","NA","6","NA","NA","NA","Weather","NA_noSmall","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Goat Sheep","NA","18","22","NA","NA","NA","Hyena","NA","Hyena","NA","","Never","","","",1585.4,4.8,"uuid:43908d90-89da-4b8c-b890-e4a6c2922a93",1,0,0,0,0,0,0,1,0,0,0,"baboon",379,0.128518521785736,0.162433862686157,0.360052913427353,0.0360317453742027,0,6.5808539390564,12.6550283432007,2417.40942382812
"799",380,406,"NA","uuid:b17f2056-6505-458c-98e1-c1a21798195f","Bokore",21,"Female","Msukuma","Primary","Yes","4",1,"Adolesc_boy Men Women",1,1,"NA","1","2","NA","NA","1",3,"Once_or_twice","Yes","Yes","Crop_damage","Wildlife",3,"No","15_30","9","3","Guarding Shouting","","Elephant Other","Tumbili","Elephant","","Often","Cattle Sheep Goat Dog Chicken","28","62","10","NA","3","17","NA","NA","Weather","Day_dog Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1617.1,4.4,"uuid:b17f2056-6505-458c-98e1-c1a21798195f",1,0,0,0,1,1,0,0,0,0,0,"baboon",380,0.198677241802216,0.0793650820851326,0.41502645611763,0.0497883595526218,0,5.70738410949707,8.51036834716797,3894.94702148438
"800",381,407,"NA","uuid:252bbdbe-c8db-4a95-9ea2-96bfdd02fc44","Nyichoka",38,"Male","Mnata","O_level","Yes","12",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Few_times","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",4,"No","30_45","9","5","Guarding Shouting","","Elephant Other","Tumbili","Elephant","","Often","Cattle Sheep Goat Dog Chicken","3","60","23","NA","2","21","NA","NA","Weather","Day_dog Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Goat Sheep","NA","4","3","NA","NA","NA","Hyena","NA","Hyena","NA","","Never","","","",1518.9,5,"uuid:252bbdbe-c8db-4a95-9ea2-96bfdd02fc44",1,0,0,0,1,1,0,1,0,0,0,"baboon",381,0.355343908071518,0.0411640219390392,0.304232805967331,0.0402116402983665,0.012116402387619,4.61374473571777,41.3913383483887,6988.9111328125
"801",382,408,"NA","uuid:612ed21e-a058-4811-be8e-babe6010d174","Nyichoka",28,"Male","Mkurya","Primary","Yes","5",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage","Wildlife",6,"Yes","15_30","9","4","Guarding Shouting","","Elephant","","Elephant","","Sometimes","Cattle","150","NA","NA","NA","NA","NA","NA","NA","Grazing_land","NA_noSmall","NA","NA","Day_guard Night_contain","","NA","Adolesc_boys Men","2","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1416.6,4.3,"uuid:612ed21e-a058-4811-be8e-babe6010d174",1,0,0,0,0,0,0,0,0,0,0,"baboon",382,0.404867738485336,0.0701058208942413,0.224867731332779,0.0349206365644932,0.00957671925425529,4.51456832885742,22.2153778076172,953.92431640625
"802",383,409,"NA","uuid:1ce1664b-4892-498f-886b-d73bd4fb172d","Nyichoka",36,"Female","Mkurya","Primary","Yes","7",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage","Wildlife",5,"Yes","0_15","9","2","Guarding Shouting","","Elephant","","Elephant","","Sometimes","Cattle Goat Dog","170","NA","58","NA","1","NA","NA","NA","Grazing_land","NA_noSmall","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men","2","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1514.8,5,"uuid:1ce1664b-4892-498f-886b-d73bd4fb172d",1,0,0,0,0,0,0,0,0,0,0,"baboon",383,0.230423286557198,0.0897354483604431,0.280105829238892,0.0337037034332752,0.000423280434915796,4.58496332168579,13.0971250534058,258.833312988281
"803",384,410,"NA","uuid:be24b53e-f0fb-450d-a47a-c7d76be9825c","Bwitengi",58,"Female","Mwikoma","Primary","Yes","6",1,"Adolesc_boy Men Adolesc_girl Women",1,1,"NA","1","3","NA","1","1",4,"Frequently","Yes","Yes","No_conflict","Weather",3,"No","15_30","9","3","None","","","","","","","Cattle Sheep Goat Dog Chicken","32","42","5","NA","3","9","NA","NA","Low_productivity","Day_dog Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1568.7,5,"uuid:be24b53e-f0fb-450d-a47a-c7d76be9825c",0,0,0,0,0,0,0,0,0,0,0,"baboon",384,0.445026457309723,0.0100529100745916,0.143439158797264,0.0423809513449669,0.0111640207469463,2.86034822463989,43.325511932373,5799.35546875
"804",385,411,"NA","uuid:bdd8caf9-8d44-4a01-8e6b-ad1cfe63e875","Miseke",30,"Female","Mkurya","Primary","Yes","12",1,"",0,0,"NA","NA","NA","NA","NA","NA",3,"Once_or_twice","Yes","Yes","Crop_damage Livestock_loss_med","Weather",2,"Yes","0_15","9","2","Guarding Shouting","","Elephant","","Elephant","","Often","Cattle Sheep Goat Dog Chicken","51","32","24","NA","3","10","NA","NA","Grazing_land","Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","2","NA","NA","","NA","NA","NA","","NA","","NA","Sheep","NA","NA","10","NA","NA","NA","Hyena","NA","Hyena","NA","","Never","","","",1478.7,5,"uuid:bdd8caf9-8d44-4a01-8e6b-ad1cfe63e875",1,0,0,0,0,0,0,1,0,0,0,"baboon",385,0.393386244773865,0.031640212982893,0.156719580292702,0.0467195771634579,0.0103174606338143,3.15794134140015,31.1678428649902,5842.42236328125
"805",386,412,"NA","uuid:c4bf71a6-eda6-4489-8eef-fb3b16942e14","Miseke",58,"Female","Mjaluo","Primary","No","5",1,"Adolesc_boy Young_girl Women",1,1,"NA","2","NA","1","NA","2",3,"Once_or_twice","Yes","Yes","Crop_damage Livestock_loss_med","Weather",2,"Yes","15_30","9","2","None","","Elephant","","Elephant","","Sometimes","Cattle Sheep Dog Chicken","45","36","NA","NA","2","25","NA","NA","Grazing_land","Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys","1","NA","NA","","NA","NA","NA","","NA","","NA","Sheep","NA","NA","1","NA","NA","NA","Hyena","NA","Hyena","NA","","Never","","","",1518.2,4.5,"uuid:c4bf71a6-eda6-4489-8eef-fb3b16942e14",1,0,0,0,0,0,0,1,0,0,0,"baboon",386,0.359841257333755,0.0229629632085562,0.224021166563034,0.0487830676138401,0,3.26914048194885,30.4494361877441,2692.9453125
"806",387,413,"NA","uuid:59383375-5579-4fb5-a7cb-7f9591dba08d","Park nyigoti",60,"Male","Msukuma","Primary","No","4",1,"Men Women",1,1,"NA","NA","2","NA","NA","2",5,"Frequently","No","Yes","No_conflict","",NA,"","","NA","NA","","","","","","","","Cattle Goat","6","NA","7","NA","NA","NA","NA","NA","Low_productivity","NA_noSmall","NA","NA","Day_guard Night_contain","","NA","Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1432.2,5,"uuid:59383375-5579-4fb5-a7cb-7f9591dba08d",0,0,0,0,0,0,0,0,0,0,0,"baboon",387,0.183280423283577,0.0207407400012016,0.695026457309723,0.0331216938793659,0.0215343907475471,2.53757905960083,15.5286598205566,93.6371231079102
"807",388,414,"NA","uuid:a65dea6e-1f5e-45ed-a5f8-422b1fcdf8c4","Park nyigoti",36,"Male","Mwikoma","O_level","Yes","8",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage","Wildlife",9,"Yes","0_15","9","2","Shouting","","Elephant","","Elephant","","Always","Cattle Dog Chicken","12","NA","NA","NA","3","25","NA","NA","Low_productivity","Day_contain Night_contained Night_dog","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1453.9,4.7,"uuid:a65dea6e-1f5e-45ed-a5f8-422b1fcdf8c4",1,0,0,0,0,0,0,0,0,0,0,"baboon",388,0.182751327753067,0.0189947094768286,0.560052931308746,0.0198941808193922,0,3.1519877910614,22.2153778076172,2130.1865234375
"808",389,415,"NA","uuid:9a014b8b-1797-496d-b4b9-419a315da254","Park nyigoti",25,"Male","Mkurya","Primary","Yes","3",1,"Men",1,1,"NA","NA","3","NA","NA","NA",3,"Frequently","No","Yes","Livestock_loss_med","",NA,"","","NA","NA","","","","","","","","Cattle Sheep Dog","150","300","NA","NA","3","NA","NA","NA","Weather","NA_noSmall","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men","2","NA","NA","","NA","NA","NA","","NA","","NA","Cattle Sheep","3","NA","4","NA","NA","NA","Hyena Lion","NA","Lion","NA","","Often","Often","","",1422.6,4.4,"uuid:9a014b8b-1797-496d-b4b9-419a315da254",0,0,0,0,0,0,0,1,1,0,0,"baboon",389,0.107407405972481,0.0244444441050291,0.49830687046051,0.0182010587304831,0.00566137582063675,3.53093266487122,12.1576690673828,346.821228027344
"809",390,416,"NA","uuid:4397cb0e-6eaa-44c3-b832-1e43bbdf8de0","Park nyigoti",50,"Female","Mwikoma","Primary","Yes","10",1,"",0,0,"NA","NA","NA","NA","NA","NA",5,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",9,"No","45_60","9","2","Guarding Fire Shouting","","Elephant","","Elephant","","Always","Cattle Dog","50","NA","NA","NA","4","NA","NA","NA","Low_productivity","NA_noSmall","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Cattle Goat","4","8","NA","NA","NA","NA","Hyena Lion","NA","Hyena","NA","","Often","Often","","",1494.5,4.2,"uuid:4397cb0e-6eaa-44c3-b832-1e43bbdf8de0",1,0,0,0,0,0,0,1,1,0,0,"baboon",390,0.3497354388237,0.00105820107273757,0.530476212501526,0.0131216933950782,0.0171428564935923,2.11392068862915,6.2998833656311,363.191986083984
"810",391,417,"NA","uuid:46a9d8d0-4508-423e-95b3-deed3dc978b3","Mariwanda",88,"Male","Msukuma","None","No","4",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Weather",5,"Yes","0_15","9","1","Guarding","","Baboon Other","Tumbili","Baboon","","","Cattle Goat","13","NA","25","NA","NA","NA","NA","NA","Wildlife","NA_noSmall","NA","NA","Day_guard Night_contain","","NA","Adolesc_boys","1","NA","NA","","NA","NA","NA","","NA","","NA","Cattle Goat","5","20","NA","NA","NA","NA","Leopard","NA","Leopard","NA","","","","Rarely","",1339.8,4.5,"uuid:46a9d8d0-4508-423e-95b3-deed3dc978b3",0,1,0,0,1,1,0,0,0,1,1,"baboon",391,0.385343909263611,0.125925928354263,0.233280420303345,0.0224338620901108,0.00566137582063675,11.1282978057861,30.0626010894775,8696.9375
"811",392,418,"NA","uuid:b36cc204-3aff-4bb6-847c-b3a31f6465ea","Sarakwa",56,"Female","Msukuma","None","No","4",1,"Adolesc_boy Women",1,1,"NA","3","NA","NA","NA","1",4,"Frequently","Yes","Yes","Crop_damage","Wildlife",2,"Yes","0_15","11","1","Guarding","","Elephant","","Elephant","","Often","Cattle","12","NA","NA","NA","NA","NA","NA","NA","Weather","NA_noSmall","NA","NA","Day_guard Night_contain","","NA","Adolesc_boys","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1219.6,4.7,"uuid:b36cc204-3aff-4bb6-847c-b3a31f6465ea",1,0,0,0,0,0,0,0,0,0,0,"baboon",392,0.0691304355859756,0.0439125820994377,0.266054302453995,0.0371769033372402,0.0143869332969189,1.41016161441803,3.64730072021484,323.722595214844
"812",393,419,"NA","uuid:d6d0a8c2-4c14-453d-999a-3f45a415c8fb","Sarakwa",29,"Male","Taturu","Primary","Yes","3",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Few_times","Yes","Yes","Crop_damage","Wildlife",3,"No","30_45","8","2","Guarding Shouting","","Elephant","","Elephant","","Sometimes","Cattle Dog","52","NA","NA","NA","3","NA","NA","NA","Weather","NA_noSmall","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1208,4.8,"uuid:d6d0a8c2-4c14-453d-999a-3f45a415c8fb",1,0,0,0,0,0,0,0,0,0,0,"baboon",393,0.0855555534362793,0.0382010564208031,0.154391527175903,0.0396296307444572,0.0082010580226779,1.32900607585907,3.0394172668457,346.672729492188
"813",394,420,"NA","uuid:d50c7246-fa70-49ae-ad07-1c7ebc95ce53","Mariwa",19,"Male","Msukuma","Primary","No","9",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",5,"Yes","0_15","9","3","Guarding Fire Shouting","","Elephant","","Elephant","","Sometimes","Sheep Goat Dog Chicken Duck","NA","6","3","NA","3","12","15","NA","Low_productivity","Day_dog Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys","1","NA","NA","","NA","NA","NA","","NA","","NA","Sheep","NA","NA","2","NA","NA","NA","Hyena","NA","Hyena","NA","","Never","","","",1235,4.8,"uuid:d50c7246-fa70-49ae-ad07-1c7ebc95ce53",1,0,0,0,0,0,0,1,0,0,0,"baboon",394,0.232592597603798,0.0645502656698227,0.137354493141174,0.0343915335834026,0.00862433854490519,1.34575009346008,10.3892812728882,956.295715332031
"814",395,421,"NA","uuid:a6fa052c-b3b5-419a-93c4-2d1f0f847839","Mariwa",56,"Male","Msukuma","Primary","No","11",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Structure","Wildlife",15,"No","30_45","9","3","None","","Elephant","","Elephant","","Rarely","Cattle Sheep Goat Dog Chicken","25","16","4","NA","5","15","NA","NA","Low_productivity","Day_dog Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","Elephant",1175,5,"uuid:a6fa052c-b3b5-419a-93c4-2d1f0f847839",1,0,0,0,0,0,0,0,0,0,0,"baboon",395,0.316984117031097,0.0301058199256659,0.138412699103355,0.0279894173145294,0,1.59064817428589,11.3287372589111,1829.25305175781
"815",396,422,"NA","uuid:f627a502-3508-493e-9e8c-0a907730cc3b","Mumwaro",32,"Female","Mwikizu","Primary","No","8",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Few_times","Yes","Yes","No_conflict","Weather",5,"Yes","0_15","9","2","None","","","","","","","Cattle Sheep Goat Dog Chicken","16","15","8","NA","5","20","NA","NA","Low_productivity","Day_dog Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1296,4.4,"uuid:f627a502-3508-493e-9e8c-0a907730cc3b",0,0,0,0,0,0,0,0,0,0,0,"baboon",396,0.119999997317791,0.236878305673599,0.329735457897186,0.0405820123851299,5.29100543644745e-05,9.49093246459961,14.6997270584106,10300.4033203125
"816",397,423,"NA","uuid:0a9153b1-96f0-4e79-bdbd-bf831bb1e7f5","Salaama A",38,"Female","Mwikizu","Primary","Yes","11",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","No","Crop_damage","Weather",13,"Yes","15_30","9","4","None","","Elephant","","Elephant","","Often","","NA","NA","NA","NA","NA","NA","NA","NA","","","NA","NA","","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1367.6,4.8,"uuid:0a9153b1-96f0-4e79-bdbd-bf831bb1e7f5",1,0,0,0,0,0,0,0,0,0,0,"baboon",397,0.227037042379379,0.161798939108849,0.317037045955658,0.0382539667189121,0.00158730160910636,9.31996250152588,19.4522705078125,10351.02734375
"817",398,424,"NA","uuid:b5cef7f0-a4f7-4ec4-b185-e41c1e762cb6","Hunyari",27,"Male","Mwikizu","O_level","Yes","28",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Weather",15,"No","30_45","9","4","None","","Elephant Other","Tumbili","Elephant","","Rarely","Cattle Sheep Goat Dog Chicken Duck","14","22","7","NA","7","12","2","NA","Grazing_land","Day_dog Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Goat Sheep","NA","6","2","NA","NA","NA","Hyena","NA","Hyena","NA","","Never","","","",1301.3,4.5,"uuid:b5cef7f0-a4f7-4ec4-b185-e41c1e762cb6",1,0,0,0,1,1,0,1,0,0,0,"baboon",398,0.494656085968018,0.00619047600775957,0.159523814916611,0.0412698425352573,0,4.40578699111938,25.0337467193604,7956.0771484375
"818",399,425,"NA","uuid:0a4fa42f-77ef-4180-a4f9-83311efc5f9f","Salama",25,"Male","Mwikizu","Primary","Yes","5",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","No","No_conflict","Weather",3,"Yes","0_15","8","3","None","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","","","NA","NA","","","NA","","NA","NA","NA","","NA","NA","NA","","NA","","NA","","NA","NA","NA","NA","NA","NA","","NA","","NA","","","","","",1436.1,4.2,"uuid:0a4fa42f-77ef-4180-a4f9-83311efc5f9f",0,0,0,0,0,0,0,0,0,0,0,"baboon",399,0.349470913410187,0.00407407386228442,0.168518513441086,0.0446031764149666,0.0132275130599737,4.73419713973999,64.3251190185547,10871.7666015625
"819",400,426,"NA","uuid:53699e83-972d-4ed7-8c1c-683356282cfc","Hunyari",56,"Male","Msukuma","None","No","6",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",6,"No","30_45","9","2","Guarding Shouting","","Elephant","","Elephant","","Sometimes","Cattle Sheep Dog","50","35","NA","NA","4","NA","NA","NA","Low_productivity","NA_noSmall","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men","1","NA","NA","","NA","NA","NA","","NA","","NA","Sheep","NA","NA","8","NA","NA","NA","Hyena","NA","Hyena","NA","","Never","","","",1027.7,4.8,"uuid:53699e83-972d-4ed7-8c1c-683356282cfc",1,0,0,0,0,0,0,1,0,0,0,"baboon",400,0.513809502124786,0.0320105813443661,0.232116401195526,0.0298412702977657,0.00910052936524153,1.55302715301514,10.8313779830933,1316.00988769531
